
[[12.56019257]],
[[9.02593195]],
[[7.44520307]],
[[11.95583601]],
[[2.16179416]],
[[17.15836338]],
[[631227.6625]],
[[7.7908669]],
[[23.11603924]],
[[16.35942233]],
[[53.89321444]],
[[5.37028539]],
[[23.44357785]],
[[4.61487525]],
[[10.7146202]],
[[11.14988315]],
[[16.86020182]],
[[13.14291112]],
[[21.77332809]],
[[5.6692437]],
[[11.39645605]],
[[1571388.88730005]],
[[7.87456532]],
[[15.22247138]],
[[1306766.74960005]],
[[11.10829159]],
[[18.83687843]],
[[9.94585018]],
[[21.20294864]],
[[31.50283418]],
[[12.00858552]],
[[13.54067302]],
[[14.294334]],
[[43.36622429]],
[[7.07940198]],
[[1.94116285]],
[[13.5300103]],
[[21.37283176]],
[[14.55757541]],
[[17.49319269]],
[[20.92847163]],
[[8.61390059]],
[[33.578335]],
[[9.26187573]],
[[4.57097654]],
[[19.42003527]],
[[19.76720365]],
[[12.26867464]],
[[542317.61370321]],
[[16.00446169]],
[[26.88539692]],
[[11.30156595]],
[[7.24338757]],
[[22.66784014]],
[[12.03168157]],
[[9.14802145]],
[[11.51736282]],
[[7.42995698]],
[[6.52184018]],
[[26.51729947]],
[[48.89747187]],
[[16.8398131]],
[[7.17727624]],
[[11.99126797]],
[[490879.06809998]],
[[20.01965043]],
[[18.0832043]],
[[673785.12010003]],
[[626056.77609999]],
[[23.41424003]],
[[13.01446172]],
[[6.32490374]],
[[127615.44581684]],
[[10.34855216]],
[[858869.73728347]],
[[8.4838797]],
[[15.46890689]],
[[28.21193461]],
[[5.50811858]],
[[10.379053]],
[[8.96176199]],
[[12.6918136]],
[[12.05244669]],
[[86.33296481]],
[[18.99275963]],
[[45.06155428]],
[[8.65098638]],
[[13.69439539]],
[[14.17539143]],
[[18.64871633]],
[[11.10191539]],
[[9.43900024]],
[[17.9616297]],
[[9.11640566]],
[[26.7628193]],
[[14.94683018]],
[[12.47661207]],
[[34.19493721]],
[[30.37473741]],
[[3.74305732]],
[[565663.38609998]],
[[28.26462894]],
[[20.23467791]],
[[20.00675332]],
[[16.63651493]],
[[11.51640028]],
[[21.03927826]],
[[3.02975068]],
[[8.39845865]],
[[15.82563291]],
[[11.62049262]],
[[37.90500682]],
[[10.10163142]],
[[1440647.22078199]],
[[8.81241296]],
[[7.9482567]],
[[6.55217659]],
[[27.41666742]],
[[11.14698865]],
[[60.57984343]],
[[16.87490488]],
[[800692.10398397]],
[[5.16895997]],
[[15.4472508]],
[[21.27772942]],
[[10.21004313]],
[[7.99701813]],
[[8.78885299]],
[[11.19048417]],
[[20.92519607]],
[[11.18857435]],
[[29.10661594]],
[[26.85475633]],
[[49.27707138]],
[[14.84307003]],
[[10.4424025]],
[[13.90147229]],
[[10.13953281]],
[[16.21071169]],
[[33.31415739]],
[[13.87108174]],
[[11.56712727]],
[[7.96903789]],
[[15.88599987]],
[[12.45582439]],
[[9.52560263]],
[[5.19610531]],
[[13.09341448]],
[[12.9370616]],
[[4.89095052]],
[[28.5092078]],
[[39.36046681]],
[[17.75192671]],
[[17.71600887]],
[[21.38152308]],
[[15.76667218]],
[[21.15685037]],
[[24.17578004]],
[[12.20869598]],
[[32.92041629]],
[[13.77978247]],
[[14.91190022]],
[[9.31483161]],
[[21.28870157]],
[[1.92196054]],
[[30.26024125]],
[[21.84982973]],
[[8.06355152]],
[[12.66801361]],
[[9.45962506]],
[[19.69824765]],
[[8.29197769]],
[[12.70770175]],
[[11.86885673]],
[[8.16710934]],
[[12.55809273]],
[[33.21032914]],
[[813180.03941021]],
[[11.10588943]],
[[15.6399806]],
[[19.60608856]],
[[10.56994261]],
[[6.6157422]],
[[5.2357547]],
[[1222286.93597035]],
[[20.17840818]],
[[14.41069325]],
[[20.0474722]],
[[15.98373721]],
[[15.78145182]],
[[25.8032983]],
[[5.44580484]],
[[51.9384112]],
[[16.43135063]],
[[27.1981934]],
[[27.60872221]],
[[11.38608297]],
[[28.46165217]],
[[53.22396221]],
[[14.89935602]],
[[50.7796669]],
[[19.9712504]],
[[32.3046728]],
[[8.78009654]],
[[20.41596718]],
[[12.81184738]],
[[16.70089731]],
[[15.93492148]],
[[7.43892239]],
[[13.24314604]],
[[11.43045461]],
[[17.9367298]],
[[11.28615023]],
[[32.41072177]],
[[19.47283271]],
[[9.36896091]],
[[1801764.25539969]],
[[12.04739918]],
[[20.6678546]],
[[21.12918204]],
[[11383.82887059]],
[[20.99178277]],
[[33.23060178]],
[[17.27785116]],
[[18.01276538]],
[[10.14960449]],
[[13.74608692]],
[[21.29880976]],
[[592387.19810002]],
[[6.95742149]],
[[19.33639787]],
[[21.24219438]],
[[6.1354752]],
[[13.72875513]],
[[22.04727303]],
[[14.38861483]],
[[5.99463976]],
[[9.82632102]],
[[10.25659674]],
[[7.28703533]],
[[17.96572407]],
[[20.32260376]],
[[16.05932491]],
[[13.32275096]],
[[36.15315923]],
[[14.14954133]],
[[22.02897846]],
[[12.42352038]],
[[22.39090196]],
[[8.0328504]],
[[15.92740921]],
[[28.33251372]],
[[22.43905622]],
[[25.68720625]],
[[48.38272329]],
[[13.82118713]],
[[674534.69889997]],
[[13.36944321]],
[[8.41253519]],
[[29.12901833]],
[[26.24953379]],
[[8.0561892]],
[[4.86690181]],
[[7.60340063]],
[[19.80000659]],
[[17.92583805]],
[[36.72055579]],
[[44.55380882]],
[[4.61889921]],
[[25.93303113]],
[[68.87387694]],
[[63.26587979]],
[[14.80335989]],
[[17.4038007]],
[[449737.8745]],
[[5.74285722]],
[[20.30773985]],
[[30.97666354]],
[[5.77144539]],
[[12.76788918]],
[[8.98232218]],
[[10.30209892]],
[[20.33782898]],
[[22.44612315]],
[[1451221.46810006]],
[[52.6849336]],
[[20.04110758]],
[[967198.1388429]],
[[1286723.4781736]],
[[14.04241321]],
[[32.3615342]],
[[11.71908735]],
[[10.35350703]],
[[14.34339491]],
[[872025.00009993]],
[[40.58798112]],
[[615145.36809993]],
[[20.32728568]],
[[24.2898113]],
[[11.54504131]],
[[2.38360442]],
[[649089.652]],
[[571552.53640009]],
[[19.36691146]],
[[9.77766674]],
[[11.44138731]],
[[24.43767554]],
[[7.18191334]],
[[16.1664439]],
[[38.35968197]],
[[4.40177162]],
[[16.41351177]],
[[12.65839421]],
[[26.16268844]],
[[14.45995636]],
[[19.3467256]],
[[7.72004541]],
[[23.01261408]],
[[46.22197729]],
[[17.879264]],
[[11.9429399]],
[[17.25802129]],
[[25.32601974]],
[[7.54663267]],
[[874018.3748]],
[[71.33002741]],
[[9.16162658]],
[[27.68631075]],
[[22.59880432]],
[[51.67127609]],
[[14.10153883]],
[[18.26313899]],
[[14.84428034]],
[[8.66013217]],
[[25.16975408]],
[[8.94680475]],
[[13.25707618]],
[[813779.09450002]],
[[13.98314519]],
[[17.7528223]],
[[29.16463572]],
[[1837195.09316652]],
[[19.82248868]],
[[9.76662486]],
[[23.85992939]],
[[20.92363395]],
[[16.82486946]],
[[35.11764695]],
[[6.93206231]],
[[633966.46489998]],
[[4.80825181]],
[[58.70726345]],
[[38.31507657]],
[[13.63591063]],
[[8.44962658]],
[[27.504268]],
[[17.92814423]],
[[15.13657224]],
[[10.64552398]],
[[27.75619499]],
[[11.80025159]],
[[14.16598405]],
[[18.39189845]],
[[3.35004733]],
[[6.26914483]],
[[9.11141298]],
[[8.38021101]],
[[15.13790335]],
[[13.06284092]],
[[31.0190658]],
[[496844.35690003]],
[[23.77840682]],
[[5.63341678]],
[[9.23919805]],
[[30.49887291]],
[[688979.63559992]],
[[630730.66130004]],
[[8.87615765]],
[[23.58358591]],
[[23.34255074]],
[[16.30602439]],
[[27.44166306]],
[[30.96051006]],
[[2.34971743]],
[[5.09069585]],
[[11.79732857]],
[[12.42589119]],
[[20.17465333]],
[[14.84969625]],
[[7.64571226]],
[[23.37176277]],
[[9.5063045]],
[[20.5908018]],
[[749785.84309199]],
[[17.02184851]],
[[23.75186387]],
[[1222055.69810001]],
[[16.48304574]],
[[11.76535002]],
[[8.41884786]],
[[12.59623574]],
[[16.5524427]],
[[23.39607469]],
[[18.26128013]],
[[22.36822334]],
[[10.03222135]],
[[6.66969836]],
[[20.73333187]],
[[6.81566604]],
[[27.33097165]],
[[8.18977315]],
[[20.47523249]],
[[17.52293408]],
[[19.53334511]],
[[23.38691512]],
[[13.38296666]],
[[8.83105516]],
[[21.04990194]],
[[18.82733703]],
[[11.34111202]],
[[13.90631339]],
[[11.68651491]],
[[19.08491621]],
[[14.2203349]],
[[9.95576464]],
[[9.95252481]],
[[26.21688737]],
[[11.64712652]],
[[9.21135457]],
[[21659.10647315]],
[[32.46996401]],
[[10.31574134]],
[[13.93167294]],
[[18.65345063]],
[[12.13404378]],
[[26.44161168]],
[[14.34765652]],
[[472598.1776]],
[[22.86721396]],
[[13.01833654]],
[[5.33754667]],
[[29.53138363]],
[[27.16649561]],
[[7.00616253]],
[[16.65649489]],
[[28.08480699]],
[[9.06983449]],
[[7.26501592]],
[[10.95030142]],
[[21.68577156]],
[[15.63047434]],
[[12.46831556]],
[[50.98776253]],
[[3.92907127]],
[[37.98603024]],
[[18.56885793]],
[[11.75236819]],
[[13.43967414]],
[[9.8702386]],
[[7.17167026]],
[[15.58234578]],
[[24.78761942]],
[[606063.45010005]],
[[10.58246487]],
[[13.90236527]],
[[11.83689896]],
[[12.91464771]],
[[18.84703278]],
[[23.28420551]],
[[36.73388055]],
[[16.23971928]],
[[20.11664411]],
[[11.24014759]],
[[14.0022871]],
[[39.28560983]],
[[4.20522435]],
[[8.5516469]],
[[9.12062971]],
[[7.85784629]],
[[13.59914323]],
[[21.55058225]],
[[12.52567974]],
[[15.96123691]],
[[22.40423476]],
[[25.86857809]],
[[3.52682859]],
[[35.01243589]],
[[10.28923293]],
[[20.8445068]],
[[46.97289295]],
[[14.36233802]],
[[11.96441143]],
[[622106.67650001]],
[[880031.7445]],
[[22.25377805]],
[[15.15503014]],
[[15.63304428]],
[[15.41901149]],
[[15.13171838]],
[[12.79679814]],
[[17.44964987]],
[[24.00518294]],
[[8.98636339]],
[[675259.99760001]],
[[20.97793035]],
[[42.24338954]],
[[11.16208819]],
[[18.70558338]],
[[685377.72250001]],
[[21.59012376]],
[[18.40048561]],
[[20.36231773]],
[[15.05054878]],
[[33.34346745]],
[[850231.811451]],
[[20.19372157]],
[[17.27159511]],
[[14.23989191]],
[[15.7114714]],
[[18.06533639]],
[[42.52354387]],
[[10.70143887]],
[[11.32900779]],
[[40.67603481]],
[[14.65020034]],
[[17.31310195]],
[[10.99663443]],
[[17.26008748]],
[[16.2469428]],
[[25.10625284]],
[[32.92229608]],
[[10.07295859]],
[[20.015282]],
[[11507.64655308]],
[[22.74121872]],
[[8.71902808]],
[[16.10647234]],
[[19.63515304]],
[[9.44535481]],
[[23.40747427]],
[[26.50333883]],
[[24.07992951]],
[[32.22724479]],
[[9.69644694]],
[[15.74799648]],
[[11.44750192]],
[[5.93131898]],
[[44.93897642]],
[[16.75438386]],
[[616574.66409997]],
[[21.17935624]],
[[17.34771372]],
[[14.05558907]],
[[14.68529267]],
[[22.23398264]],
[[57.79337124]],
[[19.30975246]],
[[18.49055356]],
[[27.74976463]],
[[31.31471855]],
[[22.18755262]],
[[15.44796192]],
[[13.53439324]],
[[14.23627586]],
[[31.24275187]],
[[25.55108441]],
[[25.22189828]],
[[18.94108228]],
[[15.47726353]],
[[23.30626153]],
[[705460.48519998]],
[[14.02479856]],
[[1071033.44960001]],
[[15.65768236]],
[[32.37706949]],
[[17.91099831]],
[[12.37563068]],
[[16.71254929]],
[[15.36389051]],
[[15.69036387]],
[[9.59564505]],
[[14.06201352]],
[[13.8880465]],
[[18.49044146]],
[[12.25842984]],
[[22.00534995]],
[[12.2160654]],
[[8.03722335]],
[[3.71362056]],
[[18.02948425]],
[[18.64818745]],
[[18.87333253]],
[[19.09579619]],
[[7.68840921]],
[[21.12828175]],
[[12.91881618]],
[[9.11805754]],
[[32.85203138]],
[[13.45280213]],
[[23.37537932]],
[[6.35389773]],
[[14.15525012]],
[[19.73036208]],
[[34.96961573]],
[[18.23356326]],
[[10.52720963]],
[[11.03145751]],
[[39.58674911]],
[[15.77859308]],
[[13.06022639]],
[[17.57639496]],
[[6.42457621]],
[[10.81729149]],
[[45.41981596]],
[[23.95831945]],
[[5.88602158]],
[[10.51476073]],
[[15.85728915]],
[[13.75597545]],
[[38.20428901]],
[[20.19631124]],
[[47.71568927]],
[[12.52975657]],
[[14.88308371]],
[[14.72601635]],
[[14.01325663]],
[[13.03254798]],
[[14.53819597]],
[[16.1942687]],
[[13.14598003]],
[[17.16840553]],
[[15.69072638]],
[[18.54964981]],
[[18.07691162]],
[[13.26402794]],
[[24.65757027]],
[[10.73684843]],
[[50.95464769]],
[[1.82799933]],
[[13.69937022]],
[[10.27241803]],
[[14.76921218]],
[[32.22951834]],
[[11.13777215]],
[[22.18838937]],
[[25.79803774]],
[[24.91160707]],
[[31.16632696]],
[[19.47027435]],
[[31.98213084]],
[[10.66683044]],
[[38.00017421]],
[[12.34132106]],
[[19.81043474]],
[[29.53906028]],
[[10.42629057]],
[[64.3596921]],
[[17.32335426]],
[[23.21985418]],
[[20.99834413]],
[[18.53577874]],
[[5.16652278]],
[[2.68364578]],
[[24.45034398]],
[[49.71393115]],
[[4.16486349]],
[[18.02247915]],
[[15.8556306]],
[[24.97039797]],
[[14.01997741]],
[[1047847.22185542]],
[[12.22237725]],
[[10.9002622]],
[[13.40443553]],
[[12.37119073]],
[[19.07915474]],
[[8.27523032]],
[[10.78511179]],
[[16.67284263]],
[[35.45119519]],
[[16.20205876]],
[[16.85366537]],
[[14.25390927]],
[[12.57034127]],
[[4.18684948]],
[[19.09962743]],
[[20.30985073]],
[[12.51300248]],
[[509592.10639998]],
[[12.29291472]],
[[6.55601377]],
[[27.07849307]],
[[12.91013307]],
[[15.06827637]],
[[25.51039108]],
[[5.76781875]],
[[10.33218579]],
[[18.32694867]],
[[18.58357481]],
[[13.63680066]],
[[10.90122857]],
[[901639.68050013]],
[[13.68797948]],
[[16.20455435]],
[[12.04931747]],
[[8.57827602]],
[[15.36738863]],
[[15.08463321]],
[[22.4114011]],
[[7.54107139]],
[[30.32598461]],
[[17.31087284]],
[[15.82240595]],
[[14.37827015]],
[[34.36213884]],
[[10.67306871]],
[[24.14794551]],
[[32.14728773]],
[[6.89158864]],
[[7.65198448]],
[[19.0066481]],
[[804261.58160002]],
[[13.44618792]],
[[22.72159914]],
[[6.36592455]],
[[15.92412188]],
[[19.72746727]],
[[13.70359167]],
[[51.86903308]],
[[16.53231468]],
[[25.33978789]],
[[9.7467489]],
[[27.56028185]],
[[20.58731173]],
[[6.07839495]],
[[11.89596048]],
[[25.5001999]],
[[7.84556844]],
[[697898.99967758]],
[[23.19867282]],
[[40.78678133]],
[[11.2561776]],
[[20.58568239]],
[[18.81620933]],
[[5.69924406]],
[[12.72547713]],
[[18.70329634]],
[[24.10011593]],
[[14.99331027]],
[[880069.96899999]],
[[4374.79390196]],
[[24.81073067]],
[[1340338.7924]],
[[7.84196839]],
[[592865.07040003]],
[[11.18422698]],
[[8.1719926]],
[[7.7302085]],
[[15.44914058]],
[[10.54915785]],
[[28775.5715907]],
[[13.26358764]],
[[18.64945624]],
[[16.6262353]],
[[12.03254712]],
[[673139.85530008]],
[[12.49424433]],
[[29.78662612]],
[[20.16155845]],
[[31.75382115]],
[[23.70498435]],
[[25.05357128]],
[[20.03971975]],
[[11.15463269]],
[[11.39191657]],
[[23.87030481]],
[[15.22762722]],
[[21.67203782]],
[[21.63728702]],
[[19.89820875]],
[[10.71884493]],
[[26.74859465]],
[[5.36304332]],
[[11.65037862]],
[[708678.87050005]],
[[25.78057855]],
[[10.09284578]],
[[9.13329791]],
[[4.65047486]],
[[10.99494053]],
[[1075695.9673]],
[[25.8337567]],
[[5.01074404]],
[[9.99014127]],
[[7.84518407]],
[[9.87596207]],
[[17.48267104]],
[[24.56788218]],
[[27.77443217]],
[[20.71838161]],
[[11.62460906]],
[[17.10122388]],
[[19.84864635]],
[[35.86219566]],
[[12.57110498]],
[[12.96830045]],
[[14.97694798]],
[[17.9193902]],
[[11.06325288]],
[[15.85325137]],
[[4.79841867]],
[[10.09134447]],
[[27.09035661]],
[[9.28029829]],
[[26.38627446]],
[[23.43160186]],
[[601842.49209997]],
[[16.13892442]],
[[43.95188327]],
[[13.86726842]],
[[507311.16009996]],
[[12.29406127]],
[[17.09839958]],
[[607343.6224]],
[[17.12675661]],
[[24.62479795]],
[[521386.41489999]],
[[11.89917284]],
[[1032159.15009979]],
[[11.47265955]],
[[13.0069093]],
[[18.78365334]],
[[9.18386926]],
[[27.28256761]],
[[545345.88249998]],
[[1063612.84210002]],
[[5.16892571]],
[[14.47411536]],
[[30.76140378]],
[[574119.01310259]],
[[7.77727941]],
[[23.58263659]],
[[9.25159748]],
[[5.36627119]],
[[19.68594166]],
[[16.91858462]],
[[8.54222259]],
[[1.91773619]],
[[6.88379477]],
[[14.36248193]],
[[14.3441496]],
[[930652.8133976]],
[[16.95266359]],
[[14.13738732]],
[[4.35166563]],
[[15.17183106]],
[[13.50024683]],
